run_id,update,env_steps,loss,policy_loss,value_loss,approx_kl,entropy,gradient_norm,epochs_completed,kl_early_stop,reward,reward_status
local,63,64512,1.3245536088943481,-0.012719916179776192,1.045502781867981,0.013137917034327984,-29.177072525024414,114.29561614990234,5,0.0,,not_recorded_in_source_summary
local,64,65536,1.6678608655929565,-0.007271025329828262,1.383373737335205,0.015124192461371422,-29.175819396972656,191.49447631835938,5,0.0,,not_recorded_in_source_summary
local,65,66560,1.6651220321655273,-0.009148353710770607,1.3825178146362305,0.022892246022820473,-29.175251007080078,113.50627899169922,3,1.0,,not_recorded_in_source_summary
local,66,67584,1.6857218742370605,0.0008209124207496643,1.393151044845581,0.02285591885447502,-29.17499542236328,196.35638427734375,2,1.0,,not_recorded_in_source_summary
local,67,68608,1.3256374597549438,-0.0115658612921834,1.0454585552215576,0.01369056198745966,-29.174467086791992,182.8749542236328,5,0.0,,not_recorded_in_source_summary
local,68,69632,1.6607728004455566,-0.009989457204937935,1.3790233135223389,0.003539314027875662,-29.173904418945312,49.9045295715332,5,0.0,,not_recorded_in_source_summary
local,69,70656,1.658064842224121,-0.010610505938529968,1.3769452571868896,0.010350372642278671,-29.173002243041992,66.41633605957031,5,0.0,,not_recorded_in_source_summary
local,70,71680,1.6677594184875488,-0.01548265852034092,1.3915214538574219,0.012310215272009373,-29.172056198120117,122.4933853149414,5,0.0,,not_recorded_in_source_summary
local,71,72704,1.3237144947052002,-0.022038515657186508,1.0540512800216675,0.011630574241280556,-29.17017364501953,48.009586334228516,5,0.0,,not_recorded_in_source_summary
local,72,73728,1.660975694656372,-0.011746514588594437,1.3810474872589111,0.006155503913760185,-29.16747283935547,109.18891906738281,5,0.0,,not_recorded_in_source_summary
local,73,74752,1.6545490026474,-0.006541909649968147,1.369435429573059,0.02068404108285904,-29.16555404663086,221.1752166748047,4,1.0,,not_recorded_in_source_summary
local,74,75776,1.6977094411849976,0.00038675591349601746,1.4056787490844727,0.024548346176743507,-29.164398193359375,296.2974548339844,3,1.0,,not_recorded_in_source_summary
